text,label,label_name
i get this strange feeling that even with people with whom im friendly im some sort of intellectual target which is getting rather annoying,1,joy
i know you feel tortured reading this,3,anger
i feel it is not a talented precisely i need a tiger the tiger is a dance from the tiger,1,joy
i wonder how this feeling of being sentimental can help me through the agony of writing a report which dues tomorrow,0,sadness
ive been feeling cranky lately,3,anger
i got upset when i feel that the only person whos uptight on chatting is just me,4,fear
i can not help this feeling i am more considerate care of the owner,1,joy
i am learning is one of my default reactions when i feel threatened,4,fear
i bet you feel safe keeping your life in a cage while i take my chances but always collapses,1,joy
i feel unsure or neutral about changing but really does not want to change,4,fear
i feel very confused and cant stop myself from digging in a bit more,4,fear
i feel like ive had a pretty productive lazy weekend all things considered,1,joy
i think you only ask for help to make me feel useful and help me gain some perspective,1,joy
i didnt feel glamorous at all,1,joy
i feel it isnt enough times i dont feel respected or special or that this relationship is good for me,1,joy
i was feeling a bit rebellious today,3,anger
i have a neutral feeling about two broke girls because while i like kat denningss deadpan delivery and a href http media,0,sadness
i already went out of my way to be as considerate as possible to others but now i feel like i am being abused,0,sadness
i loved my supervisions because i come in feeling like a dumb dumb and leave feeling so heroic as if ive accomplished something huge,0,sadness
i wont bore you with the psychological signs of workplace burnout except to say that if youre feeling depressed or anxious helpless or hopeless congratulations,0,sadness
i used to believe that a feeling like fear was to be ignored or suppressed right away more on this in a moment,0,sadness
i was feeling kinda disappointed actually and silently wishing that these were still unpaved now,0,sadness
i was feeling strong and dodging international distance runners,1,joy
ive also made it with both sugar measurements but i feel like cup is just too sweet for me,2,love
i feel insulted that he doesnt know me better than that,3,anger
im beginning to feel listless and a bit lonely,0,sadness
i do know is this i have no desire to spend my life feeling discontent so i seek a solution to the problem,0,sadness
i am sure that if another group came along that made her feel less like pluto and more like the sun that she would shift her own focus to where her input was valued,1,joy
i felt that connection that i need to feel in order to love a movie and as jo march once said i gave myself up to it longing for transformation,2,love
ive got a cough that is deep in my chest and overall i just feel terrible,0,sadness
i dont know who wrote the following little note but this is how i feel today if u r offended by the following posting then you obviously have not lived long enough to be compromised on how you act or believe,3,anger
i can spend my life condemning others i feel have wronged my people or me and yet my own consequences are strangely bitter,3,anger
i know they mean no harm but i cant help but feel offended,3,anger
i hope that the next quote will be able to let my special someone knows what im feeling insecure about and understand that no matter how much i trust,4,fear
i cant really explain the feeling i get inside when someone is mad at me,3,anger
i have to feel that the person is being truthful with me,1,joy
i feel kinda violent today,3,anger
i walked out of there with a better understanding of what was going on in the experiment but also feeling a little stunned that i had only one equation to describe all of this,5,surprise
i would ideally like to be able to come to terms with it at one point and have acim happily integrated with all the abraham processes just so i can feel resolved,1,joy
i wrong or ridiculous to feel pissed,3,anger
im reading through the online world of blogs i start feeling pretty dumb,0,sadness
i had a feeling going into this book that its a little too well loved to be orthodox,1,joy
i feel exhausted after i am done reading its like i live multiple lives all at once in the span of a day,0,sadness
i feel increasingly passionate about,2,love
i feeling boring,0,sadness
i was starting to feel somewhat sympathetic toward ms finke,2,love
i knew i was just feeling unsure amp scared and so i let it overpower me and i gave in to those feelings and gave up,4,fear
i think he is the next best because i see a lot of level and s lol i m not looking down on them nor am i feeling glad that they got bad results because then i would stand out why should i anyway,1,joy
i have also learned it takes a lot of effort and positive thinking for me not to break down in tears over feeling exhausted and guilty for not being a better mom,0,sadness
i do meet that i do date will continue to be sources of apathy or worse people whom i feel i have wronged or in whose confidence i act in bad faith,3,anger
i sneeze i have dark circles under my eyes i feel miserable really,0,sadness
i hope that you realize how such little effort is required to make a person feel better about themselves or their situation whether its me a family member a college or high school friend a neighbor down the street or even a complete stranger,1,joy
i cant shake the feeling that when i drink vanilla protein powder and water it tastes like mashmellows in hot chocolate mix,2,love
i just follow my dreams and my heart and some how that makes life feel sweet and work for me,2,love
i can feel our blessings and i am so very very thankful,1,joy
i feel is defective,0,sadness
i bought some eggs and because i was feeling adventurous i also got a whole chicken and an oxtail,1,joy
i don t think anyone feels curious about masala movies they are just light entertainers,5,surprise
i feel that if you love cute little things and your budget allows you and you buy this you won t regret buying it as it s just too cute,1,joy
i was going to say that it makes me feel all unloved and shit but thats just me being overly dramatic,0,sadness
i aint feeling it this is where been carefree deffinately is worrying in its self,1,joy
im coming to have a full ransom as good as im feeling graceful good as it stands,1,joy
i miss lev and i didnt think that i would cos lately at school weve been rubbing eachother the bad directions i think but i feel as if break is serving as a splendid cleansing time,1,joy
i met them great people but i have a feeling i may have unintentionally offended them,3,anger
i feel so inspired by her motivation and passion that i wanted to share it here with you a href http,1,joy
i feel so valued but vastly underpaid,1,joy
i have been feeling very shaky and weak and light headed starting from yesterday and this morning when i woke up i couldn t breathe properly no matter how many deep breaths i took in i just felt there just wasn t enough oxygen going in,4,fear
i feel invigorated and enthusiastic,1,joy
i still feel so agitated,3,anger
i hope to feel a bit more creative again soon and miss its presence in my life blog,1,joy
i realized that constantly checking my phone and multitasking made me feel rushed and ragged by the time i reached my destination even if i was talking to someone i really like,3,anger
i promised myself that i wont enter anymore giveaways because i feel greedy but i couldnt resist this one,3,anger
i feel pretty rotten when jake takes off down the street on his hot rod mongoose and jordan strikes out trying to chase him down like an orphan straight out of a href http en,0,sadness
i need to vent feel free to read a class post count link href http simplethoughtsonthings,1,joy
i have also realized that while i may feel fabulous some days today is proof that im still right there in it with all my listeners,1,joy
im feeling quite pleased with myself i spent minutes on the cross trainer and then two lots of minutes on the vibration plate just to test out the programs of course,1,joy
i feel supportive over chinas copyright violations if only for machiavellian reasons,2,love
i feel disgusted just looking at that number,3,anger
i trust you enough to share a pretty humiliating experience remember this and feel honoured as you guffaw at whats to come,1,joy
i feel more superior dead chicken or grieving child,1,joy
i told you i never wanted you to rot in hell and most of the time i wished i was just less stupid and clumsy so that you will never ever feel unhappy,0,sadness
went to a movie with a date,1,joy
i forgive myself that i have accepted and allowed myself to feel tortured by a headache,3,anger
im not sure if the energy in trying to sew up the race to dubai and competing in the fedex cup has taken more out of me than maybe i thought because while i am feeling ok physically mentally i feel really tired he said,1,joy
i am allowing myself to feel these things and not be bothered,3,anger
i want her to feel energetic and rested,1,joy
i should be dead since ive been out of this for a couple of months but i feel the pain every time i go to reach for that empty bottle i just cannot bear to throw out,0,sadness
i feel the longing for the way things used to be makes the ride a bit of an emotional roller coaster,2,love
i always feel convinced that there is a grimacing flip handled knife or one of those small pearl handled pistols in there,1,joy
i am being told i should feel satisfied because i am in good standing with the powers that be,1,joy
i feel like im gonna be so greedy with him cuz i just love him so much,3,anger
im happy there are people in this world that have been so untouched by mental health issues that they feel it is cute to make light the plight of the affected but unfortunately they dont realize the damage they are doing,1,joy
im feeling hideously guily and somewhat naughty doing this in work time,2,love
i go on these walks with my mother in the evenings i feel this frantic anxious energy from her as if shes losing her daughter and doesnt know how to win her back,4,fear
finding out that i am not ill not seriously,1,joy
i did not enjoy the feeling of the naughty kid who knew better,2,love
i feel like a haiku is a pleasant note to end on,1,joy
i feel humiliated by my ignorance and lack of ability to accommodate the other,0,sadness
i am feeling positive about it,1,joy
i always feel as though it is my role in life to be supportive to my friends as an example of joy and fun to remind them that life is good that we are good and that when they and we are not we can strive for them to be so,2,love
i am not a catholic i certainly don t feel it is my place to take sides on this issue but i am curious how the leadership of the catholic church will mesh with its own people over these issues in the coming years,5,surprise
i just like women you also feel this is his truthful straightforwardness flash personality,1,joy
i have to say for my first time with filled chocolates i feel like i did a fabulous job,1,joy
i know its the lot of the dumpee to feel slighted jealous unable to move on depressed angry and a whole bunch of other negative emotions that stem from the whole rejection and sometimes replacement involved in the break up process,3,anger
i didn t feel rushed to finish millions of things and i was able to focus on each task separately,3,anger
i taught him what it can look like and how it could make him feel scared confused excited nervous,4,fear
i feel an angel steal me from the greedy jaws of death and chance and pull me in with steady hands theyve given me a second chance the artist in the ambulance can we pick you off the ground more than flashing lights and sound,3,anger
i know i shouldn t compare the relationships but i feel we are so disadvantaged and kept kiddy,0,sadness
i feel super glued to my bed,1,joy
i see so many people who miss work at the drop of a hat because it s just a job and not very important to their overall being and that s fine but i have to do something that i feel is worthwhile to help me stay on what i deem as a good path,1,joy
i did in fact feel very strange,5,surprise
i don t feel like myself when i am studying probably because i am not studying anything i am passionate about,2,love
i doubles victory over brown struff we went back on sunday feeling really optimistic and looking forward to another day filled with more fedtastic tennis,1,joy
i certainly get worked up about feminist and other issues at times i also have periods of feeling fairly mellow,1,joy
i feel complacent if i were to choose the secure path probably not i think id find adventure in anything,1,joy
i feel disheartened about that,0,sadness
i do my best to remain cordial and express what is authentic the real love and gratitude i feel for a devoted father and the nostalgia i feel towards someone i had selected as a life partner as exemplified by an unforgettable blowout wedding at the a href http www,2,love
ive been experimenting with lemony cakes and after several tests i feel i must share with you the recipe for this lemon and vanilla buttermilk cake because it is utterly delicious,1,joy
i feel pretty jolly,1,joy
i was thankful for a slow sunday because i was not feeling so hot,2,love
i feel for the natives who welcomed me and others with open arms and hearts back then and wonder how they cope,1,joy
i feel like learning not to judge people is the most important thing we can take away from this reading,1,joy
i will feel so glad to go sing me to sleep sing me to sleep i dont want to wake up on my own anymore,1,joy
im feeling disgusted already but seriously though i dont really like to have my pictures taken cause ive always referred to myself as ugly,3,anger
ive done while not writing was had flowers delivered to someone just because brought a meal to a new mom on a day she was feeling overwhelmed and now im stumped trying to remember what has been done,5,surprise
i drink into my feelings get numb,0,sadness
i do for a living and lately more often than not both me and my wife who s also an ubuntu user have been feeling a bit uncertain about linux being the platform where we want to keep working,4,fear
i feel like i have been beaten up and looking back on my week i can see why,0,sadness
i love taylor swift because she has so many inspiring song and her song always represent what i feel and she is so damn gorgeous and she is very nice to her fans,1,joy
i kali ni feeling aku dah bertukar jadi boring benci,0,sadness
i look hot i get leers that make me feel like i might get assaulted,4,fear
i seriously have no feeling when i got rejected in a sense i am neither happy sad or average,0,sadness
i feel like i have to make the suffering i m seeing mean something,0,sadness
i feeling i should do fill in the blank,0,sadness
i remember feeling completely hopeless and wondering what the heck i was even doing there at miss idaho with women who were totally in a different league,0,sadness
i feel frustrated and upset and demotivated when i dont see a whole picture of the curriculum that im studying for example english class,3,anger
i started going down the adventure feeling totally ludicrous and wondering if this wasnt all just a waste of my time thats when i saw this screenshot,5,surprise
i am living a joyful life and i feel this divine beings as part of my daily life,1,joy
i feel like calling them bitches but it wasnt exactly bitchy coz it wasnt intentional but i could call them ungrateful inconsiderate selfish ok ill say bitches,3,anger
i wasnt actually a registered conference goer well i was in one dealing with sexual abuse in the gay community that kind of awoken some feelings i had repressed for a long time,0,sadness
i kept waking up and feeling glad the dream was over then i would fall back asleep only to the dream continuing,1,joy
i was still feeling ok energy and distance wise etc it was just so slow and this was frustrating me a lot,1,joy
i was feeling so angry so upset that i just want to run away,3,anger
i feel wonderful im tipping over backwards im so ambitious im looking back im running a race and youre the books i read so feel my fingers as they touch you arms im spinning around and i feel alright the book i read was in your eyes,1,joy
i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion,3,anger
i will scream or cry when theres too many ppl but i feel insecure and wanted hide from them and i will sweat a lot,4,fear
im feeling fine just a bit nauseous and extremely tired but to be expected in the first trimester,1,joy
i have been feeling pretty fabulous for me that means my pain is about a out of for the past three days,1,joy
i came away from the experience feeling rather confused and it left a sour taste in my mouth,4,fear
i remember what this feels like from a fan perspective because i lived in chicago all through the michael jordan chicago bulls era and i still have fond memories of those days but today belongs to the celtics and i tip my cap to them,2,love
i stopped feeling so exhausted a href http provokingbeauty,0,sadness
i feel is a dumb plot idea,0,sadness
i really only get inspired to write on this blog when im feeling shitty about life and i guess september being my birth month and all was pretty great,0,sadness
i feel irritated pissed even like when someone wakes me up at that moment when i m on the edge of falling into a deep slumber,3,anger
i feel all messy,0,sadness
i feel a peaceful calm come over me,1,joy
i feel him her in the gentle breeze,2,love
im feeling generous or in a restaurant like the mandarin grill which has a fairly stellar reputation this impression may be extended to edible yet decorative garnishes like samphire,2,love
im feeling gloomy as i have completed nothing though im supposed to complete many things,0,sadness
i feel pathetic and am asking myself how i could even let things get to that point but i did,0,sadness
i feel like i ve welcomed freedom into my life over the past several years,1,joy
i love feeling productive and getting things cleaned out an sorted through,1,joy
i was in a car accident just me not the kids its left me feeling quite vulnerable,4,fear
i feel i can be a bit selfish myself,3,anger
i feel like i cant be brave,1,joy
i also feel extremely blessed to be marrying into such a loving family,1,joy
im feeling less generous i call her psychotic,2,love
i understand how unbearable it is to feel like worthless shit all of the time,0,sadness
i feel so hated and useless sometimes i even ask myself why havent i killed myself yet,3,anger
i feel sarcastic poetry coming on,3,anger
i wasnt feeling well yesterday and today has been randomly busy,1,joy
i start to feel frantic where are the candles the matches the one flashlight thats actually ashers bug light no fans in the house move beds outside boys in the bath dont touch the candles goodbye meat in the fridge,4,fear
i try not to make anyone feel uncomfortable,4,fear
i wasn t feeling pressured even if this was the longest race and the one i expected the most from,4,fear
id feel like a heartless bitch if i didnt share these with anybody,3,anger
i am allowed to feel guilty about neglecting the work that was due and the part of myself that did want to do it,0,sadness
im hesitant to make suggestions because i feel as if the outcome would not be sincere,1,joy
ive ever invented hail ember and flake are probably the three that are the most me so this story feels especially vulnerable,4,fear
i hate that feeling cus thats really bitchy to want someone to break up with their girlfriend so theyd be with you,3,anger
i personalities that can feel pain and suffering,0,sadness
i feel like my relationship with christ has been shaky,4,fear
i feel a strong sense of relief,1,joy
i am so thankful that though things are a bit overwhelming he has sent people into our lives to help me not feel so neurotic,4,fear
i feel so helpless without a camera to shoot pics of all the thrifty things i find and my beautiful flowers etc,0,sadness
i recall seeing leaves falling off a tree set against a grey sky and feeling absolutely terrified,4,fear
im sure its a great film but i guess i wasnt feeling too appreciative and just had a long day,1,joy
i feel like life is very delicate,2,love
i could only describe as feeling like there s something moving inside you it s not pleasant but it s nothing like true cramps impossible to describe unless you ve been poked from the inside out,1,joy
i also find that if youre feeling cold then get out the broom and scrubbing brush some vinegar and old newspapers and give the house a going over,3,anger
i am feeling a little lonely,0,sadness
im feeling awfully spiteful right now,3,anger
i started sewing more garments i feel like so many popular clothing brands are so cheaply made,1,joy
i feel drained just looking at the date of my real last entry,0,sadness
i feel so passionate and excited about my new business deer daisy,2,love
i feel very nervous,4,fear
i remember feeling the most terrified i had ever felt in my entire life and that its still affecting me now but ive never thought it accounted to trauma,4,fear
i am the one feeling punished,0,sadness
i know all art animals are lame and i feel particularly violent about the crabs,3,anger
being reunited with my family after not having seen them for years,1,joy
i feel like i am losing confidence but for now i feel calm,1,joy
i was down feeling greedy and depressed,3,anger
i feel as if i should be punished for neglecting you,0,sadness
i remember then feeling bitter that i couldnt pop the balloons and join in the celebrations,3,anger
i just feel like talking about it but im not sure who will listen to it since it seems like a boring deep artistic stuff lol so i put it up here,1,joy
i feel more shitty and emotional and helpless,0,sadness
i would love to go into this for two reasons i care about how people feel and im a very sweet person so i think id be good at it and helping them get through it,1,joy
i feel isolated as though i am observing,0,sadness
i try to remember that quote when i feel i may be hitting a wall in a marathon or even a training run and i know it is time to find that perfect song that fuel,1,joy
i feel highly honored to have been given this special glimpse into the relationship between you and your little nugget,1,joy
i am only confirming that i feel what acker felt or recognise at least that rich world she describes,1,joy
im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right,4,fear
i remember feeling shocked and somewhat embarrassed that the adf unity rite i was consecrated in was so much about me,5,surprise
i feel so uncertain about the decade ahead,4,fear
i was put on a less powerful pain med drip but i didnt feel out of control so i liked that drug better,2,love
i can feel the presence of my beloved behind me and i tilt my neck to the side smiling at the feel of his lips against my shoulder,2,love
i feel like kierkegaard a hated and lonely philosopher,3,anger
i can feel an unpleasant pressure from it,0,sadness
i never thought id feel comfortable in but im just going to go for it and make bold fashion choices,1,joy
i know i probably shouldnt write with that sort of angry passion here on the blog but i never want to feel inhibited on what i can and cannot post,4,fear
i love the discussions in the class and feel passionate about feminist issues but when i go to write it down it feels as though i am faking it,2,love
i care about someones emotional spiritual and intellectual progress to the point where i feel like i should exert myself in that progress and its important to me that is love,1,joy
i feel so very loved by a href http www,2,love
i wont feel resentful or smothered or annoyed,3,anger
i was feeling so rotten about it,0,sadness
i have a collar complete with padlock at the back that i wear when im feeling submissive,0,sadness
i feel like all of the artists i love the ones i find truly talented seem to have a unique style that you can recognize from a mile away,1,joy
i just feel a weird vibe,5,surprise
i want to not feel angry because i haven t the right to feel that way,3,anger
i was feeling especially ungrateful its just that i had no alone time to post anything,0,sadness
i feel extremely honoured and flattered that you are turning to me for advice in this matter and hope that i can help you with your decision,1,joy
i am blank completely i am just feeling every emotion as precious would feel it and how she should feel it,1,joy
i left kicking myself for the awkwardness of my departure but feeling triumphant at not only having succeeded at my mission but having enjoyed myself as well,1,joy
i also feel as it has helped me become an intelligent individual,1,joy
i feel very honoured that i evoke so much emotion in you that would drive you to put in so much effort for me,1,joy
i want to thank you for making me feel a little more accepted,1,joy
im feeling jealous just thinking of you all wrapped up all clean warm and soft,3,anger
i didnt know what it was but i then went home to later experiment so that i would feel accepted but as i experimented i learned a new feeling the feeling of greed,2,love
im feeling low i usually just want to lay in bed and do nothing,0,sadness
i had on my plate without the stress of feeling completely overwhelmed,5,surprise
i love to inspire students to be creative and most of all i love the moment when they create something that makes them feel successful,1,joy
i feel like i ve already read every clever profile seen every picture and more importantly gone out on a first date with every guy on okc eharmony match etc,1,joy
i read the book and feel like i am travelling those journeys sometimes i am amazed sometimes i cry sometimes i laugh sometimes i yearn for what is written sometimes i remember my friends my family and the deceased and realise there is so much to do for them,5,surprise
i i feel for you rel nofollow add to delicious a href http www,1,joy
i recently mentioned i feel savage worlds isn t doing a good job modeling the kind of story robin and i are telling in our current duet game and i m willing to experiment with another system,3,anger
i still post them because a i feel neglectful if i dont do anything on a site at least every once in awhile and b,0,sadness
i feel about the place and it is unfortunate when i feel it is out of sheer necessity that i have to stay away from home,0,sadness
i already feel it is for the bursts and hesitations of last year to mellow into engaged and rhythmic hops forward like his,1,joy
i suggest before you begin you take some time to reflect on your relationships and understand what specifically makes you feel valued and loved and what makes you feel insecure and unnecessary,1,joy
i am feeling only slightly lethargic and overwhelmed by my new surroundings,0,sadness
i spent hours in my aunt and uncles bed room with my cousin my back against the wall under the window feeling completely ecstatic and my cousin was next to me just smirking because she knew he had to be different from my other friends,1,joy
i feel the need to comment on how amazing it is,1,joy
when my close friend was involved in an accident and passed away instantly he had gone to buy a new car and had asked me to wait at his home so that i could see his new car,0,sadness
i feel heartbroken that a group of my fellow americans fell for the prosecutions fear mongering theory elashis daughter noor said outside the courthouse late monday,0,sadness
i might have left you feeling disappointed especially if you were anticipating for pics videos,0,sadness
i guess i m a sucker for the grand and endless battle between apparent good and apparent evil and i m no different than anyone else who feels they have the divine gift of discernment in situations like this,1,joy
i have always had people in my life who have gone out of their way to put me down trip me up or make me feel as if i were completely moronic or not worthy enough,0,sadness
ive had where i feel good enough to work the whole shift possibly the whole day,1,joy
im also pretty close to just exiting out of the window because i feel like this makes me look freakishly neurotic,4,fear
i had friends being sad feeling rejected from the world i think i finally realize that friends arent what i thought they were,0,sadness
i feel like a less melancholy holden caulfield,0,sadness
ive come home for the holidays i feel so much more mellow,1,joy
i have faith but don t feel convinced that its if i am on here asking questions,1,joy
i feel love by sweet little arms wrapped around my legs wet kisses on my face and soft round cheeks on my lips,2,love
i was abruptly reminded of why i was feeling so agitated in la,4,fear
i feel like i m being tortured for government secrets i don t know anything,3,anger
i feel triumphant so deal with it,1,joy
i was feeling quite emotional as i always do watching my little white boy who is getting to be medium sized putting his heart and soul into his haka performance in particular overwhelmed by the effect of all these children performing together in a form unique to new zealand,0,sadness
i have felt that true forgiveness comes when you yourself feel that you are no longer victimized and you heal yourself from within,0,sadness
i feel that karma punished me because i don t know the meaning of contentment img src http www,0,sadness
i like the brush a lot but since returning from spain sob and the release of real techniques i started using the expert face brush for my liquid foundation and the sephora mineral powder brush sat at the back of my collection feeling unloved,0,sadness
i devote a significant amount of emotional energy to feeling anxious and thus become irritable or frustrated with very little provocation,4,fear
i feel in me sparkle sweet passion aretha love all the hurt away jump to it the jamaica world music festival greatest hits whos zooming who aretha i knew you were waiting for me feat,1,joy
i went to was to see jreyez back in may just havent been feeling like going out but jenny convinced me to go this time amp after some persuasion i decided to go lol,1,joy
i am now feeling more and more confident and with little improvements here and there i know i can be fighting for a top in most races and a spot in the money if i stay the course,1,joy
i feel i am back to my innocent and carefree self,1,joy
i feel so strange and sick i have to wake up in three hours seems like everything runs in threes now days t r e e s,5,surprise
i feel like i mostly post when im feeling bad so i wanted you to know that i have good days too,0,sadness
i want her to be able to trust me with everything i want her to feel like she is the most valuable thing on the face of the earth i want her to feel like there is nothing that i could ever even consider thinking about because of how amazing she is,1,joy
ive been devoting myself to you monday to monday and friday to friday not getting enough retribution or decent incentives to keep me at it im starting to feel just a little abused like a coffee machine in an office so im gonna go somewhere cozy to get me a lover and tell you all about it,0,sadness
i have seen heard and read over the past couple of days i am left feeling impressed by more than a few companies,5,surprise
i feel over the moon when the guy i liked started a class cbc read more href http jazzyboy,2,love
i can barely stand the sight of a dog wearing a choke collar because i feel the dog s suffering,0,sadness
i chose to live my life as a normal person who has feelings wants and desires i have talked up for myself been faithful to myself and i have been determined to be treated with dignity and respect,2,love
i should stop feeling so lousy about myself,0,sadness
i like the phrase having submissive feelings then being submissive,0,sadness
i had that feeling in a very very long while and i couldnt decide whether i liked it or not,2,love
i feel so hesitant to say anything positive trying to hold my breath so to speak because none of this really matters until i know that shaun has passed the dlpt,4,fear
i felt low at this point with missing people i know and i love but feeling helpless to do it,4,fear
i feel like i m that dirty trash bin on the streets that nobody really sought,0,sadness
i do very well and feel relieved just talking about clearing the cobwebs of psychopathology how that affects my life now and what i m working on within me to overcome or at least manage it,1,joy
i am feeling completely irritated right now and i have no idea why maybe because he is usually just getting home from school so the last hour of these god awful videos have imposed on my time,3,anger
i take lightly but if youre like me you re probably feeling a little skeptical of product that is being sold on the internet as the way to become successful online,4,fear
i feel so repressed when compared to dear a href http eurodancemix,0,sadness
im still feeling really shitty and undeserving of their love,0,sadness
i feel like im over reacting by feeling so gloomy about it all,0,sadness
i love this little boy and sometimes i feel how inadequate i am as a parent to him,0,sadness
i feel frightened by it all,4,fear
i was feeling on the inside my face broke out really bad i had a rash on my eyelids that left them red and peeling thank you harsh pool chemicals and my mouth was i think experiencing some sort of allergic reaction to something i ate,0,sadness
i was feeling a bit annoyed but it didnt really affect me very much,3,anger
i want to do is sleep and i feel so bad for the boy,0,sadness
i feel so exhausted from dealing with drama between other authors that i dont have energy to write,0,sadness
im all too familiar with as it leaves me feeling lost and off any form of solid ground,0,sadness
i feel the most peaceful and at my best when i m in nature,1,joy
i feel intimidated by the wide open design and therefore find it hard to write,4,fear
i feel that the world is a tragic and woeful place to live in,0,sadness
i feel the nearness of my beloved grandpa bishop hi grandpa,1,joy
i know gay analogy but i am feeling weepy,0,sadness
i went to pick up the kids feeling scared and trembly and very self critical for my stupidity,4,fear
i would feel numb and though thousands of calories would be consumed i would never taste one bite,0,sadness
i feel even more bothered because here i am being bothered by this when the boy probably isn t even thinking about this,3,anger
ive been feeling restless inside and i dont understand why,4,fear
i feel discouraged why should the shadows come why should my heart be lonely and long for heaven heaven and home when when jesus is my portion my constant friend is he oh his eye is on the sparrow and i know he watches watches it over me,0,sadness
i have exactly weeks to train and prepare which is perfect and so now with week one almost done im feeling excited and trying not to get too nervous as i look ahead at some of the longer runs on the schedule,1,joy
i feel a little strange chasing after them since im so disappointed in the brand as a whole,4,fear
i am feeling mad at him as he didnt reply got me very worried,3,anger
i express the gene of this dominant voice it feels rather wonderful as if i were really this writer this poet who was so carefree and crazy,1,joy
im feeling really weird,5,surprise
i feel impressed to discuss sin again though i do not know why,5,surprise
i finally feel excited to continue to try to lose some weight,1,joy
i am a bit depressed really feeling defeated,0,sadness
i think i m royally screwed up and heading down a one way street to crazy town but because i ve recently come to realize that things about my past affect how i am today even when i don t realize it and even when i don t feel damaged,0,sadness
i was feeling eager to press on,1,joy
i just am so tired of feeling lonely and yet when someone comes along who can take away that feeling i run away,0,sadness
i didnt feel too needy i didnt feel too emotional,0,sadness
i feel truly successful that brooklyn has been able to latch on and has had no problem going from breast to bottle and back again without skipping a beat,1,joy
im feeling super tired,1,joy
i know my feelings being kinda numb pathetic and full of sorrow about a useless thing called love,0,sadness
i feel at least dating them would not be in vain,0,sadness
i just feel like being sarcastic and mean and all because history paper is overrrrrrrrrrrr,3,anger
i feel accepted well we all know there are a few exceptions to the rule and like i belong,1,joy
i feel like an idiot for looking a bunch of keys that weren t there and i m getting frantic about nick not letting me in for forgetting my keys,4,fear
i make jokes about being happy to get rid of them for the school year but its just because i feel incredibly vulnerable about sharing them with others,4,fear
i can t help but feel nostalgic every time i listen to it,2,love
i feel more like damaged goods than ever because i burned out prematurely,0,sadness
i stop learning or if i am feeling inhibited my performance flounders,4,fear
i felt rich being able to insist on paying more than the asking price the shop assistant was obviously pleased at being able to boost the takings for the charity and i hope the generous person who donated the easel to the shop is also feeling rich,1,joy
im left feeling nostalgic and lonely,2,love
i am feeling out of balance or troubled about something i have a few guiding principles that i consider choose the highest priority,0,sadness
i feel shy of sharing too much about it right now like its a delicate bird that hasnt taken flight,4,fear
i see in the underground in paris at night make me feel reassured,1,joy
i completely feel sympathetic for my children that suffer mentally because life is just too over stimulating,2,love
i am looking forward to a great year in i am feeling very optimistic after a very hard yet busy,1,joy
i used to write poem and story related to my depressing days and trying my best to make it arty cause i find it comforting to just write all my feelings out while being creative,1,joy
i can admit that even though i feel horrible now,0,sadness
first anatomy lesson,3,anger
i feel as if i have had enough sleep and have much more vital energy than i have ever had before taking it,1,joy
i was feeling very stressed with all that i had to get accomplished in the little amount of time that i had,3,anger
i learned i feel lonely at parties i like to plan them however if you dont stuff your feelings with food or liquor or shopping you can,0,sadness
i sink into the deep sofa and feel safe surrounded by everything i have known for so long walls choc a bloc with paintings hundreds of art books to dip in and out of,1,joy
i don t feel stressed,3,anger
i feel like i am a selfish person,3,anger
my girlfriend who had spent months abroad broke off our relationship by letter,0,sadness
i don t feel like creating another religion that will cause trouble to the troubled souls of many,0,sadness
i feel guilt that i was cranky last night and didn t fully embrace my evening alone with the boy,3,anger
i feel so disheartened at things,0,sadness
i feel you re in for an unpleasant surprise,0,sadness
i appreciate not having to do it but it feels so strange to be sitting around not packing when a move is so close,4,fear
i feel quite surprised that i have a fairly significant amount of blog readers,5,surprise
i did successfully manage to stretch a mxm canvas i feel that this is an achievement in itself for me and was a worthwhile usage of my money and time i will use the canvas for future briefs,1,joy
im still feeling a little hesitant but plunging in with a multitude of colored pencils nonetheless,4,fear
i have to start my journey to these cities in the morning i feel it will be a pleasant journey i am planning to enjoy moments of it especially with my fb friend,1,joy
i wasnt feeling so ashamed that i spent a whole lotta time and precious energy doing this mind you,0,sadness
i had been feeling suspicious all day,4,fear
i find myself chasing the needles and feeling stressed during the entire process,0,sadness
i dont know where i want to work because there will always be something that makes me feel stressed or anxious at work whatever the job may be as all jobs require some sort of rules or pressure,0,sadness
i now feel like im finally in a position to decide whether to indulge in joyful jubilations and claim my free chocolate bar,1,joy
i came back and for some reason my mind feels blank,0,sadness
i am thinking about md who was there for me through my teen years offering guidance and support and making me feel special making me feel like i matter,1,joy
i was a kid in bellingham worried about acne getting my first kiss and maybe copping a feel somewhere on a sweet girl i wished would notice me,2,love
i am letting go of the animosity that is towards anyone that i feel has wronged me,3,anger
im feeling a little stressed out with it all,0,sadness
i began to feel strange i thought to myself here it comes,4,fear
i am tired of feeling awful,0,sadness
i stopped taking the prescribed antidepressants months ago without bad feelings there good feelings have no distinction from the norm,1,joy
i feel slightly weepy about this milestone and a lot happy,0,sadness
i feel like i am supposed to be faithful to her,2,love
i was a child i stole rmb from my grandfather maternal and i feel i exceptionally wronged him,3,anger
